,CPU 제조사,CPU 넘버,메모리 타입,메모리 용량,SSD 형태,SSD 용량,그래픽 칩셋,그래픽 메모리,운영체제,CPU Score,GPU Score,용도,최저가,제품명,제품 코드,그래픽 제조사,저장장치1,저장장치2,저장장치1 크기,저장장치2 크기
140,1,i7-1260P,DDR5,16,M.2,512GB,IrisXeGraphics,Iris Xe Graphics ,1,17025,0,0,1712140,LG전자 27V70Q-GA70K,17726771,0,M.2,M.2,512,0
141,1,i7-1260P,DDR5,16,M.2,1TB,IrisXeGraphics,Iris Xe Graphics ,1,17025,0,0,1764690,LG전자 27V70Q-GA70K,17726804,0,M.2,M.2,1000.0,0
142,1,i7-1260P,DDR5,16,M.2,2TB,IrisXeGraphics,Iris Xe Graphics ,1,17025,0,0,1895350,LG전자 27V70Q-GA70K,17726840,0,M.2,M.2,2000.0,0
143,1,i7-1260P,DDR5,32,M.2,256GB,IrisXeGraphics,Iris Xe Graphics ,1,17025,0,0,1804680,LG전자 27V70Q-GA70K,17726888,0,M.2,M.2,256,0
144,1,i7-1260P,DDR5,32,M.2,512GB,IrisXeGraphics,Iris Xe Graphics ,1,17025,0,0,1841530,LG전자 27V70Q-GA70K,17726942,0,M.2,M.2,512,0
145,1,i7-1260P,DDR5,32,M.2,1TB,IrisXeGraphics,Iris Xe Graphics ,1,17025,0,0,1895480,LG전자 27V70Q-GA70K,17726990,0,M.2,M.2,1000.0,0
146,1,i7-1260P,DDR5,32,M.2,2TB,IrisXeGraphics,Iris Xe Graphics ,1,17025,0,0,2023530,LG전자 27V70Q-GA70K,17727050,0,M.2,M.2,2000.0,0
147,1,i7-12700KF,DDR4,16,M.2,512GB,GeforceRTX3070,Geforce RTX 3070 8GB,0,34498,22296,1,1908020,다나와표준PC DPG 게임용 220623,17180339,1,M.2,M.2,512,0
148,1,i3-12100,DDR4,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,14328,1644,0,521250,DELL 보스트로 DV3710-W002KR,18142325,0,M.2,M.2,256,0
149,1,i3-12100,DDR4,8,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,0,14328,1644,0,618990,DELL 보스트로 DV3710-W002KR,18142544,0,M.2,M.2,512,0
150,1,i3-12100,DDR4,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,14328,1644,0,588990,DELL 보스트로 DV3710-W002KR,18142376,0,M.2,M.2,256,0
151,1,i3-12100,DDR4,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,0,14328,1644,0,668990,DELL 보스트로 DV3710-W002KR,18142568,0,M.2,M.2,512,0
152,1,i3-12100,DDR4,32,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,14328,1644,0,672490,DELL 보스트로 DV3710-W002KR,18143015,0,M.2,M.2,256,0
153,1,i3-12100,DDR4,32,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,0,14328,1644,0,745290,DELL 보스트로 DV3710-W002KR,18143057,0,M.2,M.2,512,0
154,0,6800H,LPDDR5,32,M.2,512GB,RadeonRX6600M,Radeon RX 6600M 8GB,1,23813,11785,1,2378990,레노버 요가 AIO 7 27ARH7 R7RXW,17537276,0,M.2,M.2,512,0
155,1,Z8350,DDR3L,4,eMMC,32GB,, ,1,908,44,0,229080,웨이코스 씽크웨이 Touch MINI Power Z73 Plus,5204761,0,eMMC,eMMC,32,0
156,1,G6405,DDR4,8,SSD,250GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,363770,다나와표준PC 홈/오피스용 210904,15137711,0,SSD,SSD,250,0
157,1,i5-12500,DDR4,16,M.2,500GB,UHDGraphics770,UHD Graphics 770 ,0,20287,2496,0,719000,한성컴퓨터 TFG MX4i500,17272925,0,M.2,M.2,500,0
158,1,i5-12400,DDR4,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,772270,DELL 인스피론 DNDT3910 UB02KR Win11,17657861,0,M.2,M.2,256,0
159,1,i5-12400,DDR4,8,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,845180,DELL 인스피론 DNDT3910 UB02KR Win11,17657870,0,M.2,M.2,512,0
160,1,i5-12400,DDR4,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,845180,DELL 인스피론 DNDT3910 UB02KR Win11,17657864,0,M.2,M.2,256,0
161,1,i5-12400,DDR4,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,890800,DELL 인스피론 DNDT3910 UB02KR Win11,17657867,0,M.2,M.2,512,0
162,1,i5-12400,DDR4,32,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,954500,DELL 인스피론 DNDT3910 UB02KR Win11,17657873,0,M.2,M.2,512,0
163,1,i9-12900K,DDR4,32,M.2,1TB,GeforceRTX3080,Geforce RTX 3080 10GB,1,41519,25205,1,3572630,HP 오멘 45L GT22-0001kr,16199099,1,M.2,M.2,1000.0,0
164,1,i9-12900K,DDR4,32,M.2,2TB,GeforceRTX3080,Geforce RTX 3080 10GB,1,41519,25205,1,3699000,HP 오멘 45L GT22-0001kr,16313663,1,M.2,M.2,2000.0,0
165,1,i9-12900K,DDR4,64,M.2,1TB,GeforceRTX3080,Geforce RTX 3080 10GB,1,41519,25205,1,3796850,HP 오멘 45L GT22-0001kr,16313651,1,M.2,M.2,1000.0,0
166,1,i9-12900K,DDR4,64,M.2,2TB,GeforceRTX3080,Geforce RTX 3080 10GB,1,41519,25205,1,3709990,HP 오멘 45L GT22-0001kr,16313750,1,M.2,M.2,2000.0,0
167,1,i9-12900K,DDR4,128,M.2,1TB,GeforceRTX3080,Geforce RTX 3080 10GB,1,41519,25205,1,4198720,HP 오멘 45L GT22-0001kr,16313735,1,M.2,M.2,1000.0,0
168,0,5600G,DDR4,16,SSD,250GB,5600G,5600G  ,0,19836,2580,0,554010,다나와표준PC 게임용 220409,16739483,0,SSD,SSD,250,0
169,1,i5-11400,DDR4,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,17078,1644,0,748800,삼성전자 데스크탑5 DM500SDZ-AD5A Win10,15620468,0,M.2,M.2,256,0
170,1,i5-11400,DDR4,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,1,17078,1644,0,875000,삼성전자 데스크탑5 DM500SDZ-AD5A Win10,16877447,0,M.2,M.2,256,0
171,1,i5-13600KF,DDR4,32,M.2,1TB,GeforceRTX3080,Geforce RTX 3080 10GB,0,38392,25205,1,2244730,알이시스템 리메이드PC P36K6,18140366,1,M.2,M.2,1000.0,0
172,1,i3-10105,DDR4,8,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,1,8776,1279,0,708990,삼성전자 데스크탑5 DM500SDZ-3S,17398997,0,M.2,M.2,256,0
173,1,i7-12700KF,DDR4,16,M.2,500GB,GeforceRTX3070Ti,Geforce RTX 3070 Ti 8GB,0,34498,23611,1,2086670,다나와표준PC 게임용 220620,17180003,1,M.2,M.2,500,0
174,1,i7-12700KF,DDR4,16,M.2,500GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,34498,20406,1,1861030,다나와표준PC 전문가용 221027,13165386,1,M.2,M.2,500,0
175,1,i5-1235U,DDR4,8,M.2,512GB,IrisXeGraphics,Iris Xe Graphics ,1,13409,0,0,1039000,HP 27-cb1005kl Win11,17609552,0,M.2,M.2,512,0
176,1,i5-1235U,DDR4,16,M.2,512GB,IrisXeGraphics,Iris Xe Graphics ,1,13409,0,0,1181820,HP 27-cb1005kl Win11,17609573,0,M.2,M.2,512,0
177,0,5800,DDR4,16,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,2897,20406,1,1588000,레노버 LEGION T5 26AMR5 R7 3060Ti Win11Home,17291108,1,M.2,M.2,512,0
178,0,5800,DDR4,16,M.2,1TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,2897,20406,1,1600000,레노버 LEGION T5 26AMR5 R7 3060Ti Win11Home,17385524,1,M.2,M.2,1000.0,0
179,0,5800,DDR4,16,M.2,2TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,2897,20406,1,1800000,레노버 LEGION T5 26AMR5 R7 3060Ti Win11Home,17385611,1,M.2,M.2,2000.0,0
180,0,5800,DDR4,32,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,2897,20406,1,1630000,레노버 LEGION T5 26AMR5 R7 3060Ti Win11Home,17385689,1,M.2,M.2,512,0
181,0,5800,DDR4,32,M.2,1TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,2897,20406,1,1720000,레노버 LEGION T5 26AMR5 R7 3060Ti Win11Home,17385746,1,M.2,M.2,1000.0,0
182,0,5800,DDR4,32,M.2,2TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,2897,20406,1,1920000,레노버 LEGION T5 26AMR5 R7 3060Ti Win11Home,17385791,1,M.2,M.2,2000.0,0
183,0,5800,DDR4,64,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,2897,20406,1,1890000,레노버 LEGION T5 26AMR5 R7 3060Ti Win11Home,17385836,1,M.2,M.2,512,0
184,0,5800,DDR4,64,M.2,1TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,2897,20406,1,1940000,레노버 LEGION T5 26AMR5 R7 3060Ti Win11Home,17385953,1,M.2,M.2,1000.0,0
185,0,5800,DDR4,64,M.2,2TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,2897,20406,1,2150000,레노버 LEGION T5 26AMR5 R7 3060Ti Win11Home,17386034,1,M.2,M.2,2000.0,0
186,1,i5-12400F,DDR4,16,M.2,256GB,GeforceRTX3050,Geforce RTX 3050 8GB,0,19804,12707,1,859860,영웅컴퓨터 영웅 게이밍ZE 006,17132624,1,M.2,M.2,256,0
187,1,N4505,DDR4,4,eMMC + SSD,128GB + 120GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,472430,ASUS MiniPC PN41-BC004ZV Win10Pro SSD,15555572,0,eMMC,SSD,128,120
188,1,N4505,DDR4,4,eMMC + SSD,128GB + 128GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,478790,ASUS MiniPC PN41-BC004ZV Win10Pro SSD,15572924,0,eMMC,SSD,128,128
189,1,N4505,DDR4,4,eMMC + SSD,128GB + 240GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,487340,ASUS MiniPC PN41-BC004ZV Win10Pro SSD,15555638,0,eMMC,SSD,128,240
190,1,N4505,DDR4,8,eMMC + SSD,128GB + 120GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,505390,ASUS MiniPC PN41-BC004ZV Win10Pro SSD,15556280,0,eMMC,SSD,128,120
191,1,N4505,DDR4,8,eMMC + SSD,128GB + 240GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,520310,ASUS MiniPC PN41-BC004ZV Win10Pro SSD,15556388,0,eMMC,SSD,128,240
192,1,N4505,DDR4,8,eMMC + SSD,128GB + 250GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,521540,ASUS MiniPC PN41-BC004ZV Win10Pro SSD,15572969,0,eMMC,SSD,128,250
193,1,N4505,DDR4,8,eMMC + SSD,128GB + 256GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,527240,ASUS MiniPC PN41-BC004ZV Win10Pro SSD,15573038,0,eMMC,SSD,128,256
194,1,N4505,DDR4,8,eMMC + SSD,128GB + 500GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,558590,ASUS MiniPC PN41-BC004ZV Win10Pro SSD,15556472,0,eMMC,SSD,128,500
195,1,N4505,DDR4,8,eMMC + SSD,128GB + 512GB,UHDGraphics,UHD Graphics ,1,2367,1521,0,553840,ASUS MiniPC PN41-BC004ZV Win10Pro SSD,15573017,0,eMMC,SSD,128,512
196,1,N4505,DDR4,16,eMMC + SSD,128GB + 1TB,UHDGraphics,UHD Graphics ,1,2367,1521,0,672600,ASUS MiniPC PN41-BC004ZV Win10Pro SSD,15573485,0,eMMC,SSD,128,1000.0
197,1,i7-12700F,DDR4,16,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,31455,17071,1,1299880,영웅컴퓨터 영웅 959 게이밍맥스 12760F,16599932,1,M.2,M.2,512,0
198,0,5800X,DDR4,16,M.2,500GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,28127,17071,1,1199880,영웅컴퓨터 영웅 923 게이밍울트라 5860X,15862439,1,M.2,M.2,500,0
199,1,i5-12400F,DDR4,16,M.2,500GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,19804,20406,1,1535770,다나와표준PC 게임용 221016,13163955,1,M.2,M.2,500,0
200,1,i5-12400,DDR4,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,739000,삼성전자 데스크탑5 DM500SEZ-AD5A,17546033,0,M.2,M.2,256,0
201,1,i5-12400,DDR4,8,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,820000,삼성전자 데스크탑5 DM500SEZ-AD5A,17736158,0,M.2,M.2,512,0
202,1,i5-12400,DDR4,8,M.2,1TB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,880000,삼성전자 데스크탑5 DM500SEZ-AD5A,17736179,0,M.2,M.2,1000.0,0
203,1,i3-1115G4,DDR4,4,M.2,128GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,621650,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,16037864,0,M.2,M.2,128,0
204,1,i3-1115G4,DDR4,8,M.2,128GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,641530,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,16037618,0,M.2,M.2,128,0
205,1,i3-1115G4,DDR4,8,M.2,240GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,661630,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,14381864,0,M.2,M.2,240,0
206,1,i3-1115G4,DDR4,8,M.2,256GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,669000,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,14406320,0,M.2,M.2,256,0
207,1,i3-1115G4,DDR4,8,M.2,256GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,660230,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,16037357,0,M.2,M.2,256,0
208,1,i3-1115G4,DDR4,8,M.2,480GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,682040,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,14381894,0,M.2,M.2,480,0
209,1,i3-1115G4,DDR4,8,M.2,500GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,691000,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,14406332,0,M.2,M.2,500,0
210,1,i3-1115G4,DDR4,8,M.2,512GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,706990,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,16037057,0,M.2,M.2,512,0
211,1,i3-1115G4,DDR4,8,M.2,1TB,UHDGraphics,UHD Graphics ,0,6235,1521,0,605360,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,14381903,0,M.2,M.2,1000.0,0
212,1,i3-1115G4,DDR4,16,M.2,120GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,698290,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,14381846,0,M.2,M.2,120,0
213,1,i3-1115G4,DDR4,16,M.2,240GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,717990,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,14381876,0,M.2,M.2,240,0
214,1,i3-1115G4,DDR4,16,M.2,250GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,715000,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,14406347,0,M.2,M.2,250,0
215,1,i3-1115G4,DDR4,16,M.2,256GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,761990,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,16038212,0,M.2,M.2,256,0
216,1,i3-1115G4,DDR4,16,M.2,480GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,718700,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,14381891,0,M.2,M.2,480,0
217,1,i3-1115G4,DDR4,16,M.2,500GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,737000,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,14406350,0,M.2,M.2,500,0
218,1,i3-1115G4,DDR4,16,M.2,512GB,UHDGraphics,UHD Graphics ,0,6235,1521,0,700490,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,16038074,0,M.2,M.2,512,0
219,1,i3-1115G4,DDR4,16,M.2,1TB,UHDGraphics,UHD Graphics ,0,6235,1521,0,765310,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,14381909,0,M.2,M.2,1000.0,0
220,1,i3-1115G4,DDR4,16,M.2,2TB,UHDGraphics,UHD Graphics ,0,6235,1521,0,954000,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,16038173,0,M.2,M.2,2000.0,0
221,1,i3-1115G4,DDR4,32,M.2,1TB,UHDGraphics,UHD Graphics ,0,6235,1521,0,897990,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,16038002,0,M.2,M.2,1000.0,0
222,1,i3-1115G4,DDR4,32,M.2,2TB,UHDGraphics,UHD Graphics ,0,6235,1521,0,1044000,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,16037924,0,M.2,M.2,2000.0,0
223,1,i3-1115G4,DDR4,32,M.2,4TB,UHDGraphics,UHD Graphics ,0,6235,1521,0,2212990,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,16037897,0,M.2,M.2,4000.0,0
224,1,i3-1115G4,DDR4,64,M.2,4TB,UHDGraphics,UHD Graphics ,0,6235,1521,0,2427990,인텔 NUC 11 Pro KIT Tiger Canyon NUC11TNKI3,16037852,0,M.2,M.2,4000.0,0
233,1,i5-12400F,DDR4,16,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,19804,20406,1,1573000,HP 오멘 25L GT15-0000kr,16968803,1,M.2,M.2,512,0
234,1,i5-12400F,DDR4,16,M.2,1TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,19804,20406,1,1778780,HP 오멘 25L GT15-0000kr,17005760,1,M.2,M.2,1000.0,0
235,1,i5-12400F,DDR4,32,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,19804,20406,1,1736930,HP 오멘 25L GT15-0000kr,17005700,1,M.2,M.2,512,0
236,1,i5-12400F,DDR4,32,M.2,1TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,19804,20406,1,1976240,HP 오멘 25L GT15-0000kr,17005994,1,M.2,M.2,1000.0,0
237,1,i5-12400F,DDR4,16,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,19804,20406,1,1696880,HP 오멘 25L GT15-0000kr,17005592,1,M.2,M.2,512,0
238,1,i5-12400F,DDR4,16,M.2,1TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,19804,20406,1,1933440,HP 오멘 25L GT15-0000kr,17005940,1,M.2,M.2,1000.0,0
239,1,i5-12400F,DDR4,32,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,19804,20406,1,1787880,HP 오멘 25L GT15-0000kr,17005865,1,M.2,M.2,512,0
240,1,i5-12400F,DDR4,32,M.2,1TB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,1,19804,20406,1,2002540,HP 오멘 25L GT15-0000kr,17006126,1,M.2,M.2,1000.0,0
241,1,i5-9400,DDR4,8,SSD,256GB,UHDGraphics630,UHD Graphics 630 ,1,9472,1279,0,925810,삼성전자 데스크탑5 DM500T9A-A58A,9484170,0,SSD,SSD,256,0
242,1,i5-9400,DDR4,8,SSD,500GB,UHDGraphics630,UHD Graphics 630 ,1,9472,1279,0,1029400,삼성전자 데스크탑5 DM500T9A-A58A,10163385,0,SSD,SSD,500,0
243,1,i5-9400,DDR4,8,SSD,1TB,UHDGraphics630,UHD Graphics 630 ,1,9472,1279,0,1104000,삼성전자 데스크탑5 DM500T9A-A58A,10163403,0,SSD,SSD,1000.0,0
244,1,i5-9400,DDR4,8,SSD,256GB,UHDGraphics630,UHD Graphics 630 ,1,9472,1279,0,1007990,삼성전자 데스크탑5 DM500T9A-A58A,10163352,0,SSD,SSD,256,0
245,1,i5-9400,DDR4,8,SSD,256GB,UHDGraphics630,UHD Graphics 630 ,1,9472,1279,0,1007900,삼성전자 데스크탑5 DM500T9A-A58A,10163376,0,SSD,SSD,256,0
246,1,i5-9400,DDR4,8,SSD,256GB,UHDGraphics630,UHD Graphics 630 ,1,9472,1279,0,1036790,삼성전자 데스크탑5 DM500T9A-A58A,10163418,0,SSD,SSD,256,0
247,1,i7-11700,DDR4,8,M.2,256GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,929000,HP 파빌리온 TP01-2001KL WIN10,14640740,0,M.2,M.2,256,0
248,1,i7-11700,DDR4,8,M.2,512GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,969000,HP 파빌리온 TP01-2001KL WIN10,14659895,0,M.2,M.2,512,0
249,1,i7-11700,DDR4,8,M.2,1TB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1029010,HP 파빌리온 TP01-2001KL WIN10,15679355,0,M.2,M.2,1000.0,0
250,1,i7-11700,DDR4,8,M.2,256GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,989000,HP 파빌리온 TP01-2001KL WIN10,14659988,0,M.2,M.2,256,0
251,1,i7-11700,DDR4,16,M.2,256GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,969000,HP 파빌리온 TP01-2001KL WIN10,15781643,0,M.2,M.2,256,0
252,1,i7-11700,DDR4,16,M.2,512GB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,999000,HP 파빌리온 TP01-2001KL WIN10,15782009,0,M.2,M.2,512,0
253,1,i7-11700,DDR4,16,M.2,1TB,UHDGraphics750,UHD Graphics 750 ,1,20074,1746,0,1069000,HP 파빌리온 TP01-2001KL WIN10,15782171,0,M.2,M.2,1000.0,0
254,1,i7-10700,DDR4,16,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,1,16798,1279,0,1166060,삼성전자 데스크탑5 DM500TCZ-AD7A-STOCK,12069989,0,M.2,M.2,256,0
255,1,i9-10900,DDR4,16,M.2,1TB,GeforceRTX3070,Geforce RTX 3070 8GB,1,20274,22296,1,2633910,LG전자 B80GV-AROI9STMRRT37,13242887,1,M.2,M.2,1000.0,0
256,0,5600X,DDR4,16,M.2,256GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,21959,20406,1,1109980,영웅컴퓨터 영웅 913 게이밍울트라560TX,14782472,1,M.2,M.2,256,0
257,0,5700G,DDR4,8,M.2,1TB,5700G,5700G  ,1,24568,2775,0,909090,HP 파빌리온 TP01-2025KL Win10Pro,17571278,0,M.2,M.2,1000.0,0
258,0,5700G,DDR4,8,M.2,2TB,5700G,5700G  ,1,24568,2775,0,1054690,HP 파빌리온 TP01-2025KL Win10Pro,17571299,0,M.2,M.2,2000.0,0
259,0,5700G,DDR4,16,M.2,256GB,5700G,5700G  ,1,24568,2775,0,836290,HP 파빌리온 TP01-2025KL Win10Pro,17571344,0,M.2,M.2,256,0
260,0,5700G,DDR4,16,M.2,1TB,5700G,5700G  ,1,24568,2775,0,945200,HP 파빌리온 TP01-2025KL Win10Pro,17571371,0,M.2,M.2,1000.0,0
261,0,5700G,DDR4,16,M.2,2TB,5700G,5700G  ,1,24568,2775,0,1091090,HP 파빌리온 TP01-2025KL Win10Pro,17571395,0,M.2,M.2,2000.0,0
262,0,5700G,DDR4,32,M.2,256GB,5700G,5700G  ,1,24568,2775,0,945490,HP 파빌리온 TP01-2025KL Win10Pro,17571512,0,M.2,M.2,256,0
263,0,5700G,DDR4,32,M.2,512GB,5700G,5700G  ,1,24568,2775,0,999820,HP 파빌리온 TP01-2025KL Win10Pro,17571530,0,M.2,M.2,512,0
264,0,5700G,DDR4,32,M.2,1TB,5700G,5700G  ,1,24568,2775,0,1054690,HP 파빌리온 TP01-2025KL Win10Pro,17571542,0,M.2,M.2,1000.0,0
265,0,5700G,DDR4,32,M.2,2TB,5700G,5700G  ,1,24568,2775,0,1200290,HP 파빌리온 TP01-2025KL Win10Pro,17571560,0,M.2,M.2,2000.0,0
266,0,5700G,DDR4,8,M.2,256GB,5700G,5700G  ,1,24568,2775,0,890890,HP 파빌리온 TP01-2025KL Win10Pro,17571320,0,M.2,M.2,256,0
267,0,5700G,DDR4,16,M.2,256GB,5700G,5700G  ,1,24568,2775,0,890890,HP 파빌리온 TP01-2025KL Win10Pro,17571422,0,M.2,M.2,256,0
268,0,5700G,DDR4,16,M.2,256GB,5700G,5700G  ,1,24568,2775,0,927290,HP 파빌리온 TP01-2025KL Win10Pro,17571452,0,M.2,M.2,256,0
269,0,5700G,DDR4,32,M.2,256GB,5700G,5700G  ,1,24568,2775,0,1000090,HP 파빌리온 TP01-2025KL Win10Pro,17571590,0,M.2,M.2,256,0
270,0,5700G,DDR4,32,M.2,256GB,5700G,5700G  ,1,24568,2775,0,1036490,HP 파빌리온 TP01-2025KL Win10Pro,17571602,0,M.2,M.2,256,0
271,1,i5-11400,DDR4,16,M.2,256GB,GeforceGT1030,Geforce GT 1030 2GB,1,17078,2522,0,1219190,삼성전자 데스크탑5 DMT50DA-AL5SMRG3,17967002,1,M.2,M.2,256,0
272,1,i5-10400,DDR4,16,M.2,512GB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,781170,레노버 아이디어센터 5i 14IMB05-I55S16,12259613,0,M.2,M.2,512,0
274,0,5800X,DDR4,16,M.2,500GB,GeforceRTX3080Ti,Geforce RTX 3080 Ti 12GB,0,28127,27299,1,2539000,한성컴퓨터 TFG MX4A780i,17134046,1,M.2,M.2,500,0
275,1,i5-12400F,DDR4,16,M.2,500GB,RadeonRX6600,Radeon RX 6600 8GB,1,19804,14491,1,1128634,한성컴퓨터 TFG AX12560W,16730057,0,M.2,M.2,500,0
276,1,G5900,DDR4,8,SSD,240GB,UHDGraphics610,UHD Graphics 610 ,0,2672,727,0,319000,한성컴퓨터 M시리즈 셀러론,6509731,0,SSD,SSD,240,0
277,1,i5-12400,DDR4,8,M.2,256GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,19524,17071,1,1198990,삼성전자 데스크탑5 G6-DM500TEZ,13143159,1,M.2,M.2,256,0
278,1,i5-12400,DDR4,16,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,19524,17071,1,1298990,삼성전자 데스크탑5 G6-DM500TEZ,17809769,1,M.2,M.2,512,0
279,1,i5-12400,DDR4,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,1,19524,1644,0,971400,MSI PRO AP242 12M-023KR Win11,17561033,0,M.2,M.2,512,0
280,1,i5-12400F,DDR4,16,M.2,500GB,GeforceRTX3070,Geforce RTX 3070 8GB,0,19804,22296,1,1366300,한성컴퓨터 TFG AX12507A,16829684,1,M.2,M.2,500,0
281,1,i7-1260P,DDR5,8,M.2,256GB,IrisXeGraphics,Iris Xe Graphics ,1,17025,0,0,1377340,LG전자 24V70Q-GA70K,17332766,0,M.2,M.2,256,0
